ID,Prob1
25569, 0.85
25570, 0.26
25571, 0.14
25572, 0.36
25573, 0.34
25574, 0.56
25575, 0.49
25576, 0.23
25577, 0.17
25578, 0.55
25579, 0.90
25580, 0.25
25581, 0.39
25582, 0.66
25583, 0.58
25584, 0.58
25585, 0.16
25586, 0.23
25587, 0.30
25588, 0.24
25589, 0.32
25590, 0.59
25591, 0.28
25592, 0.16
25593, 0.24
25594, 0.33
25595, 0.67
25596, 0.21
25597, 0.27
25598, 0.18
25599, 0.20
25600, 0.57
25601, 0.21
25602, 0.82
25603, 0.48
25604, 0.40
25605, 0.86
25606, 0.49
25607, 0.24
25608, 0.27
25609, 0.41
25610, 0.12
25611, 0.36
25612, 0.47
25613, 0.33
25614, 0.27
25615, 0.29
25616, 0.30
25617, 0.08
25618, 0.58
25619, 0.67
25620, 0.28
25621, 0.62
25622, 0.28
25623, 0.43
25624, 0.44
25625, 0.57
25626, 0.30
25627, 0.25
25628, 0.17
25629, 0.21
25630, 0.56
25631, 0.14
25632, 0.41
25633, 0.14
25634, 0.86
25635, 0.05
25636, 0.50
25637, 0.22
25638, 0.58
25639, 0.25
25640, 0.23
25641, 0.20
25642, 0.22
25643, 0.19
25644, 0.71
25645, 0.20
25646, 0.63
25647, 0.31
25648, 0.39
25649, 0.47
25650, 0.31
25651, 0.34
25652, 0.51
25653, 0.17
25654, 0.29
25655, 0.37
25656, 0.68
25657, 0.63
25658, 0.26
25659, 0.40
25660, 0.34
25661, 0.62
25662, 0.26
25663, 0.57
25664, 0.42
25665, 0.22
25666, 0.68
25667, 0.31
25668, 0.41
25669, 0.23
25670, 0.39
25671, 0.13
25672, 0.44
25673, 0.27
25674, 0.16
25675, 0.12
25676, 0.65
25677, 0.28
25678, 0.42
25679, 0.15
25680, 0.88
25681, 0.66
25682, 0.11
25683, 0.49
25684, 0.52
25685, 0.96
25686, 0.40
25687, 0.43
25688, 0.23
25689, 0.10
25690, 0.55
25691, 0.08
25692, 0.35
25693, 0.23
25694, 0.23
25695, 0.29
25696, 0.09
25697, 0.39
25698, 0.31
25699, 0.24
25700, 0.43
25701, 0.22
25702, 0.23
25703, 0.25
25704, 0.36
25705, 0.33
25706, 0.18
25707, 0.84
25708, 0.55
25709, 0.07
25710, 0.57
25711, 0.23
25712, 0.11
25713, 0.55
25714, 0.14
25715, 0.24
25716, 0.21
25717, 0.49
25718, 0.09
25719, 0.38
25720, 0.49
25721, 0.08
25722, 0.47
25723, 0.32
25724, 0.36
25725, 0.28
25726, 0.23
25727, 0.56
25728, 0.39
25729, 0.29
25730, 0.23
25731, 0.50
25732, 0.64
25733, 0.30
25734, 0.45
25735, 0.47
25736, 0.37
25737, 0.24
25738, 0.35
25739, 0.32
25740, 0.26
25741, 0.15
25742, 0.37
25743, 0.57
25744, 0.33
25745, 0.66
25746, 0.24
25747, 0.15
25748, 0.27
25749, 0.32
25750, 0.43
25751, 0.21
25752, 0.32
25753, 0.30
25754, 0.57
25755, 0.36
25756, 0.32
25757, 0.89
25758, 0.07
25759, 0.64
25760, 0.35
25761, 0.31
25762, 0.36
25763, 0.40
25764, 0.23
25765, 0.25
25766, 0.56
25767, 0.20
25768, 0.28
25769, 0.85
25770, 0.19
25771, 0.56
25772, 0.65
25773, 0.41
25774, 0.18
25775, 0.27
25776, 0.18
25777, 0.29
25778, 0.38
25779, 0.55
25780, 0.24
25781, 0.11
25782, 0.45
25783, 0.26
25784, 0.20
25785, 0.82
25786, 0.15
25787, 0.09
25788, 0.37
25789, 0.34
25790, 0.52
25791, 0.26
25792, 0.28
25793, 0.18
25794, 0.25
25795, 0.31
25796, 0.72
25797, 0.59
25798, 0.20
25799, 0.28
25800, 0.58
25801, 0.61
25802, 0.27
25803, 0.40
25804, 0.22
25805, 0.51
25806, 0.14
25807, 0.18
25808, 0.66
25809, 0.17
25810, 0.18
25811, 0.29
25812, 0.37
25813, 0.23
25814, 0.22
25815, 0.64
25816, 0.58
25817, 0.48
25818, 0.25
25819, 0.26
25820, 0.17
25821, 0.29
25822, 0.72
25823, 0.10
25824, 0.25
25825, 0.60
25826, 0.20
25827, 0.20
25828, 0.46
25829, 0.61
25830, 0.23
25831, 0.41
25832, 0.34
25833, 0.28
25834, 0.40
25835, 0.68
25836, 0.48
25837, 0.19
25838, 0.37
25839, 0.32
25840, 0.23
25841, 0.52
25842, 0.24
25843, 0.13
25844, 0.21
25845, 0.61
25846, 0.13
25847, 0.21
25848, 0.27
25849, 0.21
25850, 0.18
25851, 0.40
25852, 0.24
25853, 0.56
25854, 0.15
25855, 0.39
25856, 0.28
25857, 0.19
25858, 0.70
25859, 0.56
25860, 0.27
25861, 0.56
25862, 0.13
25863, 0.28
25864, 0.25
25865, 0.60
25866, 0.22
25867, 0.79
25868, 0.21
25869, 0.51
25870, 0.24
25871, 0.40
25872, 0.34
25873, 0.39
25874, 0.19
25875, 0.73
25876, 0.12
25877, 0.18
25878, 0.29
25879, 0.28
25880, 0.22
25881, 0.27
25882, 0.38
25883, 0.30
25884, 0.31
25885, 0.30
25886, 0.50
25887, 0.12
25888, 0.04
25889, 0.62
25890, 0.33
25891, 0.67
25892, 0.37
25893, 0.24
25894, 0.30
25895, 0.25
25896, 0.19
25897, 0.44
25898, 0.56
25899, 0.25
25900, 0.51
25901, 0.60
25902, 0.24
25903, 0.32
25904, 0.74
25905, 0.48
25906, 0.18
25907, 0.18
25908, 0.57
25909, 0.21
25910, 0.36
25911, 0.21
25912, 0.55
25913, 0.34
25914, 0.18
25915, 0.35
25916, 0.52
25917, 0.38
25918, 0.30
25919, 0.08
25920, 0.54
25921, 0.34
25922, 0.25
25923, 0.23
25924, 0.41
25925, 0.37
25926, 0.41
25927, 0.64
25928, 0.37
25929, 0.33
25930, 0.32
25931, 0.88
25932, 0.42
25933, 0.25
25934, 0.28
25935, 0.70
25936, 0.21
25937, 0.35
25938, 0.15
25939, 0.28
25940, 0.29
25941, 0.26
25942, 0.17
25943, 0.48
25944, 0.62
25945, 0.68
25946, 0.34
25947, 0.24
25948, 0.10
25949, 0.30
25950, 0.39
25951, 0.27
25952, 0.34
25953, 0.24
25954, 0.38
25955, 0.51
25956, 0.19
25957, 0.27
25958, 0.42
25959, 0.23
25960, 0.29
25961, 0.27
25962, 0.18
25963, 0.42
25964, 0.22
25965, 0.37
25966, 0.27
25967, 0.44
25968, 0.14
25969, 0.23
25970, 0.32
25971, 0.28
25972, 0.19
25973, 0.30
25974, 0.60
25975, 0.44
25976, 0.38
25977, 0.32
25978, 0.60
25979, 0.24
25980, 0.17
25981, 0.19
25982, 0.29
25983, 0.13
25984, 0.21
25985, 0.61
25986, 0.24
25987, 0.83
25988, 0.37
25989, 0.48
25990, 0.25
25991, 0.19
25992, 0.23
25993, 0.42
25994, 0.29
25995, 0.35
25996, 0.44
25997, 0.55
25998, 0.55
25999, 0.40
26000, 0.32
26001, 0.22
26002, 0.42
26003, 0.31
26004, 0.44
26005, 0.40
26006, 0.70
26007, 0.63
26008, 0.31
26009, 0.39
26010, 0.30
26011, 0.39
26012, 0.20
26013, 0.19
26014, 0.44
26015, 0.26
26016, 0.33
26017, 0.42
26018, 0.58
26019, 0.54
26020, 0.28
26021, 0.18
26022, 0.32
26023, 0.72
26024, 0.54
26025, 0.62
26026, 0.21
26027, 0.20
26028, 0.19
26029, 0.21
26030, 0.24
26031, 0.33
26032, 0.08
26033, 0.20
26034, 0.21
26035, 0.71
26036, 0.36
26037, 0.19
26038, 0.53
26039, 0.30
26040, 0.39
26041, 0.75
26042, 0.24
26043, 0.28
26044, 0.27
26045, 0.37
26046, 0.28
26047, 0.32
26048, 0.16
26049, 0.18
26050, 0.21
26051, 0.19
26052, 0.20
26053, 0.43
26054, 0.81
26055, 0.50
26056, 0.18
26057, 0.75
26058, 0.34
26059, 0.26
26060, 0.64
26061, 0.37
26062, 0.25
26063, 0.38
26064, 0.67
26065, 0.14
26066, 0.56
26067, 0.30
26068, 0.41
26069, 0.21
26070, 0.06
26071, 0.21
26072, 0.16
26073, 0.13
26074, 0.38
26075, 0.24
26076, 0.43
26077, 0.28
26078, 0.35
26079, 0.28
26080, 0.28
26081, 0.18
26082, 0.27
26083, 0.52
26084, 0.44
26085, 0.29
26086, 0.74
26087, 0.66
26088, 0.12
26089, 0.84
26090, 0.65
26091, 0.72
26092, 0.47
26093, 0.25
26094, 0.31
26095, 0.25
26096, 0.29
26097, 0.40
26098, 0.17
26099, 0.13
26100, 0.34
26101, 0.22
26102, 0.06
26103, 0.24
26104, 0.16
26105, 0.32
26106, 0.58
26107, 0.41
26108, 0.20
26109, 0.56
26110, 0.43
26111, 0.18
26112, 0.51
26113, 0.38
26114, 0.56
26115, 0.39
26116, 0.19
26117, 0.15
26118, 0.26
26119, 0.22
26120, 0.21
26121, 0.13
26122, 0.18
26123, 0.20
26124, 0.24
26125, 0.28
26126, 0.10
26127, 0.26
26128, 0.32
26129, 0.15
26130, 0.27
26131, 0.26
26132, 0.34
26133, 0.42
26134, 0.18
26135, 0.32
26136, 0.54
26137, 0.49
26138, 0.36
26139, 0.48
26140, 0.28
26141, 0.19
26142, 0.21
26143, 0.61
26144, 0.41
26145, 0.10
26146, 0.16
26147, 0.20
26148, 0.13
26149, 0.35
26150, 0.54
26151, 0.18
26152, 0.44
26153, 0.33
26154, 0.59
26155, 0.23
26156, 0.21
26157, 0.43
26158, 0.26
26159, 0.08
26160, 0.36
26161, 0.27
26162, 0.17
26163, 0.23
26164, 0.41
26165, 0.19
26166, 0.47
26167, 0.37
26168, 0.53
26169, 0.25
26170, 0.82
26171, 0.53
26172, 0.41
26173, 0.27
26174, 0.61
26175, 0.27
26176, 0.53
26177, 0.28
26178, 0.44
26179, 0.75
26180, 0.40
26181, 0.28
26182, 0.30
26183, 0.46
26184, 0.31
26185, 0.16
26186, 0.26
26187, 0.25
26188, 0.73
26189, 0.36
26190, 0.08
26191, 0.18
26192, 0.32
26193, 0.40
26194, 0.32
26195, 0.27
26196, 0.32
26197, 0.24
26198, 0.51
26199, 0.06
26200, 0.13
26201, 0.39
26202, 0.27
26203, 0.47
26204, 0.34
26205, 0.23
26206, 0.37
26207, 0.34
26208, 0.26
26209, 0.26
26210, 0.22
26211, 0.43
26212, 0.38
26213, 0.36
26214, 0.88
26215, 0.10
26216, 0.28
26217, 0.13
26218, 0.26
26219, 0.66
26220, 0.46
26221, 0.48
26222, 0.41
26223, 0.18
26224, 0.28
26225, 0.30
26226, 0.79
26227, 0.19
26228, 0.09
26229, 0.27
26230, 0.86
26231, 0.25
26232, 0.47
26233, 0.34
26234, 0.27
26235, 0.35
26236, 0.10
26237, 0.23
26238, 0.87
26239, 0.15
26240, 0.28
26241, 0.38
26242, 0.38
26243, 0.25
26244, 0.72
26245, 0.23
26246, 0.27
26247, 0.25
26248, 0.44
26249, 0.23
26250, 0.37
26251, 0.14
26252, 0.74
26253, 0.78
26254, 0.89
26255, 0.23
26256, 0.30
26257, 0.52
26258, 0.81
26259, 0.14
26260, 0.30
26261, 0.15
26262, 0.44
26263, 0.69
26264, 0.26
26265, 0.49
26266, 0.85
26267, 0.45
26268, 0.29
26269, 0.26
26270, 0.23
26271, 0.30
26272, 0.45
26273, 0.33
26274, 0.14
26275, 0.27
26276, 0.22
26277, 0.32
26278, 0.27
26279, 0.13
26280, 0.33
26281, 0.40
26282, 0.45
26283, 0.20
26284, 0.07
26285, 0.40
26286, 0.14
26287, 0.18
26288, 0.36
26289, 0.51
26290, 0.18
26291, 0.17
26292, 0.59
26293, 0.27
26294, 0.36
26295, 0.27
26296, 0.27
26297, 0.52
26298, 0.55
26299, 0.26
26300, 0.30
26301, 0.42
26302, 0.22
26303, 0.30
26304, 0.30
26305, 0.42
26306, 0.28
26307, 0.19
26308, 0.48
26309, 0.53
26310, 0.16
26311, 0.34
26312, 0.20
26313, 0.56
26314, 0.25
26315, 0.16
26316, 0.34
26317, 0.57
26318, 0.41
26319, 0.43
26320, 0.25
26321, 0.22
26322, 0.61
26323, 0.28
26324, 0.54
26325, 0.40
26326, 0.19
26327, 0.27
26328, 0.24
26329, 0.14
26330, 0.52
26331, 0.24
26332, 0.36
26333, 0.63
26334, 0.24
26335, 0.47
26336, 0.15
26337, 0.10
26338, 0.29
26339, 0.84
26340, 0.32
26341, 0.13
26342, 0.23
26343, 0.04
26344, 0.44
26345, 0.34
26346, 0.22
26347, 0.37
26348, 0.38
26349, 0.26
26350, 0.30
26351, 0.36
26352, 0.29
26353, 0.23
26354, 0.28
26355, 0.44
26356, 0.23
26357, 0.70
26358, 0.39
26359, 0.17
26360, 0.23
26361, 0.39
26362, 0.52
26363, 0.78
26364, 0.27
26365, 0.37
26366, 0.50
26367, 0.27
26368, 0.76
26369, 0.18
26370, 0.25
26371, 0.83
26372, 0.21
26373, 0.28
26374, 0.93
26375, 0.28
26376, 0.18
26377, 0.37
26378, 0.12
26379, 0.38
26380, 0.36
26381, 0.11
26382, 0.89
26383, 0.25
26384, 0.45
26385, 0.21
26386, 0.24
26387, 0.29
26388, 0.39
26389, 0.10
26390, 0.13
26391, 0.60
26392, 0.32
26393, 0.29
26394, 0.29
26395, 0.28
26396, 0.33
26397, 0.41
26398, 0.12
26399, 0.49
26400, 0.28
26401, 0.35
26402, 0.24
26403, 0.63
26404, 0.14
26405, 0.75
26406, 0.28
26407, 0.28
26408, 0.13
26409, 0.23
26410, 0.15
26411, 0.23
26412, 0.38
26413, 0.07
26414, 0.24
26415, 0.27
26416, 0.35
26417, 0.44
26418, 0.23
26419, 0.17
26420, 0.61
26421, 0.23
26422, 0.24
26423, 0.26
26424, 0.22
26425, 0.08
26426, 0.29
26427, 0.41
26428, 0.21
26429, 0.34
26430, 0.28
26431, 0.35
26432, 0.40
26433, 0.59
26434, 0.24
26435, 0.17
26436, 0.18
26437, 0.31
26438, 0.26
26439, 0.70
26440, 0.37
26441, 0.19
26442, 0.49
26443, 0.81
26444, 0.11
26445, 0.40
26446, 0.26
26447, 0.22
26448, 0.16
26449, 0.23
26450, 0.30
26451, 0.37
26452, 0.21
26453, 0.47
26454, 0.82
26455, 0.33
26456, 0.37
26457, 0.22
26458, 0.57
26459, 0.14
26460, 0.43
26461, 0.15
26462, 0.14
26463, 0.21
26464, 0.32
26465, 0.70
26466, 0.27
26467, 0.39
26468, 0.17
26469, 0.29
26470, 0.25
26471, 0.34
26472, 0.38
26473, 0.70
26474, 0.33
26475, 0.49
26476, 0.58
26477, 0.25
26478, 0.37
26479, 0.70
26480, 0.24
26481, 0.15
26482, 0.07
26483, 0.96
26484, 0.56
26485, 0.30
26486, 0.19
26487, 0.15
26488, 0.43
26489, 0.73
26490, 0.31
26491, 0.34
26492, 0.49
26493, 0.27
26494, 0.19
26495, 0.44
26496, 0.33
26497, 0.22
26498, 0.38
26499, 0.15
26500, 0.75
26501, 0.93
26502, 0.74
26503, 0.21
26504, 0.63
26505, 0.20
26506, 0.08
26507, 0.40
26508, 0.74
26509, 0.75
26510, 0.37
26511, 0.22
26512, 0.80
26513, 0.16
26514, 0.19
26515, 0.21
26516, 0.17
26517, 0.34
26518, 0.27
26519, 0.38
26520, 0.29
26521, 0.44
26522, 0.09
26523, 0.23
26524, 0.48
26525, 0.23
26526, 0.26
26527, 0.28
26528, 0.29
26529, 0.29
26530, 0.45
26531, 0.29
26532, 0.06
26533, 0.49
26534, 0.37
26535, 0.32
26536, 0.28
26537, 0.32
26538, 0.58
26539, 0.31
26540, 0.49
26541, 0.26
26542, 0.44
26543, 0.25
26544, 0.06
26545, 0.26
26546, 0.79
26547, 0.59
26548, 0.53
26549, 0.32
26550, 0.58
26551, 0.28
26552, 0.33
26553, 0.14
26554, 0.28
26555, 0.26
26556, 0.64
26557, 0.25
26558, 0.81
26559, 0.17
26560, 0.28
26561, 0.89
26562, 0.27
26563, 0.29
26564, 0.24
26565, 0.33
26566, 0.22
26567, 0.35
26568, 0.34
26569, 0.79
26570, 0.23
26571, 0.43
26572, 0.49
26573, 0.29
26574, 0.31
26575, 0.23
26576, 0.18
26577, 0.28
26578, 0.11
26579, 0.18
26580, 0.28
26581, 0.79
26582, 0.07
26583, 0.20
26584, 0.45
26585, 0.64
26586, 0.16
26587, 0.39
26588, 0.17
26589, 0.20
26590, 0.20
26591, 0.40
26592, 0.29
26593, 0.23
26594, 0.25
26595, 0.39
26596, 0.25
26597, 0.59
26598, 0.30
26599, 0.83
26600, 0.18
26601, 0.43
26602, 0.30
26603, 0.45
26604, 0.10
26605, 0.19
26606, 0.24
26607, 0.60
26608, 0.69
26609, 0.36
26610, 0.32
26611, 0.21
26612, 0.32
26613, 0.27
26614, 0.44
26615, 0.46
26616, 0.24
26617, 0.49
26618, 0.42
26619, 0.24
26620, 0.62
26621, 0.08
26622, 0.58
26623, 0.27
26624, 0.24
26625, 0.33
26626, 0.26
26627, 0.19
26628, 0.23
26629, 0.27
26630, 0.18
26631, 0.68
26632, 0.46
26633, 0.47
26634, 0.26
26635, 0.28
26636, 0.35
26637, 0.13
26638, 0.22
26639, 0.45
26640, 0.61
26641, 0.41
26642, 0.40
26643, 0.19
26644, 0.26
26645, 0.82
26646, 0.27
26647, 0.54
26648, 0.32
26649, 0.31
26650, 0.34
26651, 0.85
26652, 0.25
26653, 0.22
26654, 0.17
26655, 0.26
26656, 0.51
26657, 0.28
26658, 0.46
26659, 0.18
26660, 0.22
26661, 0.39
26662, 0.26
26663, 0.50
26664, 0.36
26665, 0.43
26666, 0.24
26667, 0.37
26668, 0.26
26669, 0.38
26670, 0.46
26671, 0.35
26672, 0.33
26673, 0.22
26674, 0.32
26675, 0.19
26676, 0.49
26677, 0.14
26678, 0.21
26679, 0.58
26680, 0.21
26681, 0.36
26682, 0.31
26683, 0.39
26684, 0.59
26685, 0.51
26686, 0.16
26687, 0.41
26688, 0.20
26689, 0.28
26690, 0.20
26691, 0.25
26692, 0.26
26693, 0.19
26694, 0.22
26695, 0.76
26696, 0.26
26697, 0.56
26698, 0.39
26699, 0.12
26700, 0.35
26701, 0.40
26702, 0.34
26703, 0.53
26704, 0.31
26705, 0.18
26706, 0.31
26707, 0.22
26708, 0.09
26709, 0.22
26710, 0.17
26711, 0.23
26712, 0.14
26713, 0.46
26714, 0.34
26715, 0.21
26716, 0.78
26717, 0.31
26718, 0.25
26719, 0.31
26720, 0.31
26721, 0.20
26722, 0.45
26723, 0.11
26724, 0.19
26725, 0.60
26726, 0.17
26727, 0.46
26728, 0.56
26729, 0.27
26730, 0.14
26731, 0.14
26732, 0.18
26733, 0.35
26734, 0.33
26735, 0.13
26736, 0.37
26737, 0.43
26738, 0.34
26739, 0.29
26740, 0.15
26741, 0.82
26742, 0.36
26743, 0.30
26744, 0.36
26745, 0.41
26746, 0.32
26747, 0.18
26748, 0.48
26749, 0.21
26750, 0.78
26751, 0.10
26752, 0.32
26753, 0.32
26754, 0.12
26755, 0.40
26756, 0.26
26757, 0.40
26758, 0.73
26759, 0.18
26760, 0.35
26761, 0.73
26762, 0.36
26763, 0.45
26764, 0.39
26765, 0.69
26766, 0.88
26767, 0.20
26768, 0.28
26769, 0.41
26770, 0.21
26771, 0.78
26772, 0.30
26773, 0.44
26774, 0.30
26775, 0.32
26776, 0.58
26777, 0.41
26778, 0.18
26779, 0.20
26780, 0.28
26781, 0.40
26782, 0.52
26783, 0.53
26784, 0.24
26785, 0.24
26786, 0.18
26787, 0.41
26788, 0.45
26789, 0.19
26790, 0.28
26791, 0.35
26792, 0.11
26793, 0.42
26794, 0.34
26795, 0.20
26796, 0.70
26797, 0.48
26798, 0.30
26799, 0.25
26800, 0.27
26801, 0.41
26802, 0.27
26803, 0.18
26804, 0.36
26805, 0.40
26806, 0.31
26807, 0.43
26808, 0.52
26809, 0.30
26810, 0.31
26811, 0.35
26812, 0.27
26813, 0.35
26814, 0.15
26815, 0.61
26816, 0.50
26817, 0.47
26818, 0.32
26819, 0.42
26820, 0.32
26821, 0.51
26822, 0.32
26823, 0.41
26824, 0.48
26825, 0.37
26826, 0.45
26827, 0.22
26828, 0.32
26829, 0.24
26830, 0.15
26831, 0.63
26832, 0.40
26833, 0.27
26834, 0.80
26835, 0.23
26836, 0.36
26837, 0.17
26838, 0.78
26839, 0.23
26840, 0.12
26841, 0.71
26842, 0.59
26843, 0.57
26844, 0.20
26845, 0.26
26846, 0.38
26847, 0.30
26848, 0.42
26849, 0.70
26850, 0.94
26851, 0.32
26852, 0.26
26853, 0.25
26854, 0.20
26855, 0.17
26856, 0.11
26857, 0.35
26858, 0.07
26859, 0.29
26860, 0.25
26861, 0.54
26862, 0.41
26863, 0.29
26864, 0.38
26865, 0.27
26866, 0.37
26867, 0.24
26868, 0.75
26869, 0.82
26870, 0.25
26871, 0.19
26872, 0.22
26873, 0.12
26874, 0.55
26875, 0.53
26876, 0.34
26877, 0.37
26878, 0.78
26879, 0.52
26880, 0.18
26881, 0.25
26882, 0.91
26883, 0.60
26884, 0.10
26885, 0.28
26886, 0.42
26887, 0.24
26888, 0.43
26889, 0.07
26890, 0.59
26891, 0.30
26892, 0.10
26893, 0.26
26894, 0.30
26895, 0.45
26896, 0.17
26897, 0.13
26898, 0.49
26899, 0.26
26900, 0.24
26901, 0.22
26902, 0.30
26903, 0.13
26904, 0.49
26905, 0.45
26906, 0.90
26907, 0.29
26908, 0.26
26909, 0.26
26910, 0.24
26911, 0.37
26912, 0.25
26913, 0.67
26914, 0.64
26915, 0.35
26916, 0.39
26917, 0.19
26918, 0.41
26919, 0.15
26920, 0.34
26921, 0.40
26922, 0.60
26923, 0.44
26924, 0.43
26925, 0.69
26926, 0.47
26927, 0.37
26928, 0.48
26929, 0.25
26930, 0.32
26931, 0.42
26932, 0.42
26933, 0.10
26934, 0.21
26935, 0.26
26936, 0.66
26937, 0.34
26938, 0.46
26939, 0.44
26940, 0.26
26941, 0.13
26942, 0.42
26943, 0.15
26944, 0.56
26945, 0.34
26946, 0.25
26947, 0.30
26948, 0.42
26949, 0.34
26950, 0.18
26951, 0.33
26952, 0.26
26953, 0.29
26954, 0.22
26955, 0.19
26956, 0.29
26957, 0.05
26958, 0.39
26959, 0.30
26960, 0.44
26961, 0.22
26962, 0.79
26963, 0.24
26964, 0.66
26965, 0.48
26966, 0.39
26967, 0.13
26968, 0.26
26969, 0.24
26970, 0.45
26971, 0.25
26972, 0.25
26973, 0.77
26974, 0.28
26975, 0.25
26976, 0.58
26977, 0.26
26978, 0.52
26979, 0.58
26980, 0.27
26981, 0.05
26982, 0.19
26983, 0.30
26984, 0.23
26985, 0.72
26986, 0.52
26987, 0.31
26988, 0.26
26989, 0.20
26990, 0.59
26991, 0.21
26992, 0.21
26993, 0.23
26994, 0.32
26995, 0.10
26996, 0.24
26997, 0.19
26998, 0.66
26999, 0.30
27000, 0.26
27001, 0.27
27002, 0.23
27003, 0.21
27004, 0.37
27005, 0.45
27006, 0.23
27007, 0.28
27008, 0.48
27009, 0.16
27010, 0.21
27011, 0.15
27012, 0.44
27013, 0.74
27014, 0.20
27015, 0.40
27016, 0.53
27017, 0.39
27018, 0.29
27019, 0.17
27020, 0.33
27021, 0.10
27022, 0.93
27023, 0.48
27024, 0.26
27025, 0.30
27026, 0.24
27027, 0.24
27028, 0.17
27029, 0.22
27030, 0.33
27031, 0.22
27032, 0.30
27033, 0.26
27034, 0.39
27035, 0.21
27036, 0.20
27037, 0.74
27038, 0.28
27039, 0.35
27040, 0.22
27041, 0.26
27042, 0.64
27043, 0.33
27044, 0.44
27045, 0.10
27046, 0.79
27047, 0.46
27048, 0.19
27049, 0.25
27050, 0.32
27051, 0.23
27052, 0.20
27053, 0.44
27054, 0.15
27055, 0.26
27056, 0.41
27057, 0.52
27058, 0.26
27059, 0.41
27060, 0.32
27061, 0.72
27062, 0.26
27063, 0.35
27064, 0.45
27065, 0.10
27066, 0.36
27067, 0.46
27068, 0.71
27069, 0.27
27070, 0.09
27071, 0.19
27072, 0.43
27073, 0.17
27074, 0.29
27075, 0.58
27076, 0.21
27077, 0.18
27078, 0.17
27079, 0.28
27080, 0.22
27081, 0.46
27082, 0.20
27083, 0.54
27084, 0.28
27085, 0.20
27086, 0.81
27087, 0.14
27088, 0.21
27089, 0.30
27090, 0.27
27091, 0.21
27092, 0.14
27093, 0.22
27094, 0.25
27095, 0.29
27096, 0.42
27097, 0.24
27098, 0.18
27099, 0.32
27100, 0.25
27101, 0.53
27102, 0.17
27103, 0.21
27104, 0.25
27105, 0.56
27106, 0.18
27107, 0.27
27108, 0.22
27109, 0.77
27110, 0.40
27111, 0.20
27112, 0.42
27113, 0.32
27114, 0.41
27115, 0.32
27116, 0.31
27117, 0.53
27118, 0.78
27119, 0.21
27120, 0.81
27121, 0.30
27122, 0.27
27123, 0.30
27124, 0.20
27125, 0.23
27126, 0.30
27127, 0.18
27128, 0.45
27129, 0.33
27130, 0.44
27131, 0.34
27132, 0.42
27133, 0.26
27134, 0.30
27135, 0.28
27136, 0.18
27137, 0.14
27138, 0.20
27139, 0.19
27140, 0.77
27141, 0.39
27142, 0.48
27143, 0.13
27144, 0.36
27145, 0.35
27146, 0.17
27147, 0.34
27148, 0.35
27149, 0.75
27150, 0.23
27151, 0.34
27152, 0.30
27153, 0.22
27154, 0.14
27155, 0.23
27156, 0.40
27157, 0.51
27158, 0.68
27159, 0.33
27160, 0.10
27161, 0.19
27162, 0.24
27163, 0.26
27164, 0.25
27165, 0.18
27166, 0.73
27167, 0.13
27168, 0.60
27169, 0.63
27170, 0.24
27171, 0.26
27172, 0.24
27173, 0.31
27174, 0.56
27175, 0.19
27176, 0.62
27177, 0.37
27178, 0.19
27179, 0.76
27180, 0.27
27181, 0.27
27182, 0.22
27183, 0.53
27184, 0.26
27185, 0.31
27186, 0.17
27187, 0.23
27188, 0.27
27189, 0.24
27190, 0.24
27191, 0.29
27192, 0.11
27193, 0.27
27194, 0.22
27195, 0.41
27196, 0.39
27197, 0.17
27198, 0.15
27199, 0.17
27200, 0.25
27201, 0.36
27202, 0.30
27203, 0.19
27204, 0.21
27205, 0.42
27206, 0.37
27207, 0.25
27208, 0.25
27209, 0.44
27210, 0.46
27211, 0.33
27212, 0.35
27213, 0.65
27214, 0.25
27215, 0.19
27216, 0.43
27217, 0.54
27218, 0.25
27219, 0.36
27220, 0.32
27221, 0.16
27222, 0.68
27223, 0.69
27224, 0.26
27225, 0.08
27226, 0.20
27227, 0.43
27228, 0.45
27229, 0.35
27230, 0.67
27231, 0.19
27232, 0.63
27233, 0.21
27234, 0.34
27235, 0.22
27236, 0.43
27237, 0.25
27238, 0.23
27239, 0.12
27240, 0.22
27241, 0.65
27242, 0.25
27243, 0.18
27244, 0.50
27245, 0.27
27246, 0.30
27247, 0.40
27248, 0.24
27249, 0.24
27250, 0.25
27251, 0.19
27252, 0.05
27253, 0.32
27254, 0.20
27255, 0.53
27256, 0.28
27257, 0.19
27258, 0.28
27259, 0.05
27260, 0.15
27261, 0.29
27262, 0.26
27263, 0.64
27264, 0.43
27265, 0.57
27266, 0.26
27267, 0.27
27268, 0.28
27269, 0.31
27270, 0.38
27271, 0.37
27272, 0.38
27273, 0.54
27274, 0.23
27275, 0.47
27276, 0.21
27277, 0.34
27278, 0.38
27279, 0.89
27280, 0.54
27281, 0.29
27282, 0.10
27283, 0.21
27284, 0.27
27285, 0.19
27286, 0.16
27287, 0.23
27288, 0.36
27289, 0.41
27290, 0.18
27291, 0.40
27292, 0.51
27293, 0.30
27294, 0.22
27295, 0.43
27296, 0.34
27297, 0.19
27298, 0.08
27299, 0.31
27300, 0.40
27301, 0.29
27302, 0.78
27303, 0.87
27304, 0.20
27305, 0.35
27306, 0.31
27307, 0.20
27308, 0.27
27309, 0.47
27310, 0.42
27311, 0.16
27312, 0.05
27313, 0.48
27314, 0.78
27315, 0.14
27316, 0.30
27317, 0.31
